image index	predicted index	target index	correct	path	path probability	path length	number backtracks
2472	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 0.9887328147888184, 0.9997138381004333, 0.9997531771659851]	5	0
2473	8	0	FALSE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999345541000366, 0.9977808594703674, 0.6251579523086548]	4	0
2474	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 0.9999998807907104]	3	0
2475	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999985694885254, 1.0]	3	0
2476	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 0.9999983310699463, 0.9999998807907104]	4	0
2477	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999998807907104, 0.9999966621398926, 0.9999997615814209]	4	0
2478	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999997615814209, 1.0]	3	0
2479	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999996423721313, 0.9999834299087524, 0.9999562501907349, 0.99997878074646]	5	0
2480	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 1.0, 1.0]	4	0
2481	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999995231628418, 0.9994263648986816, 0.9991457462310791, 0.9957362413406372]	5	0
2482	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999983310699463, 0.9999955892562866, 0.9547792077064514]	4	0
2483	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999678134918213, 0.9999973773956299]	3	0
2484	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
2485	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
2486	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999997615814209, 0.9999973773956299, 0.999903678894043, 0.9298357367515564]	5	0
2487	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999988079071045, 0.9999998807907104, 1.0, 0.9999998807907104]	5	0
2488	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
2489	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 0.9923600554466248, 0.9998966455459595]	5	0
2490	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999868869781494, 0.9999946355819702, 0.9999862909317017]	4	0
2491	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999994039535522, 1.0, 0.9999998807907104]	4	0
2492	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999996423721313, 0.9999996423721313, 0.9999964237213135]	4	0
2493	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
2494	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 0.9566864967346191, 0.9883592128753662, 0.9055848121643066]	5	0
2495	-1	9	FALSE	['n00003553', 'n03575240', 'n03125870', 'n03575240', 'n03791235', 'n03575240', 'n00003553', 'n01471682', 'n00003553']	[0.9968570470809937, 0.5605599880218506, 0.5605599880218506, 0.39614230394363403, 0.39614230394363403, 0.39614230394363403, 0.0031428791116923094, 0.0031428791116923094]	9	2
2496	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.863081693649292, 0.969672441482544, 0.8996203541755676]	4	0
2497	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999955892562866, 0.9999338388442993, 0.9999867677688599]	4	0
2498	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 1.0]	5	0
2499	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9998661279678345, 0.9980617165565491]	3	0
2500	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999998807907104, 0.7936656475067139, 0.9919039607048035, 0.9983816146850586]	5	0
2501	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999997615814209, 0.9995883107185364, 0.999908447265625, 0.999947190284729]	5	0
2502	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999688863754272, 0.9999889135360718, 0.9999676942825317]	4	0
2503	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999997615814209, 0.9999972581863403, 0.9999997615814209]	4	0
2504	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999998807907104, 0.9992270469665527, 0.999763548374176]	4	0
2505	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9849417209625244, 0.988440752029419, 0.9985641837120056, 0.9996830224990845]	5	0
2506	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9985094666481018, 0.9997996687889099, 0.9992311000823975, 0.9998408555984497]	5	0
2507	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9995593428611755, 0.9998542070388794, 0.9998490810394287]	4	0
2508	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999995231628418, 0.8183320164680481]	3	0
2509	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9949769377708435, 0.8647870421409607]	3	0
2510	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 1.0, 1.0, 1.0]	5	0
2511	-1	8	FALSE	['n00003553', 'n03575240', 'n03125870', 'n03575240', 'n03791235', 'n03575240', 'n00003553', 'n01471682', 'n00003553']	[0.999936580657959, 0.6896833181381226, 0.6896833181381226, 0.30879589915275574, 0.30879589915275574, 0.30879589915275574, 6.33904492133297e-05, 6.33904492133297e-05]	9	2
2512	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
2513	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
2514	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 0.999913215637207, 0.9999845027923584]	4	0
2515	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 0.9993023872375488]	3	0
2516	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999963045120239, 0.9999226331710815]	3	0
2517	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 0.9999997615814209]	4	0
2518	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999996423721313, 1.0, 0.9999998807907104, 0.9999979734420776]	5	0
2519	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999947547912598, 1.0, 0.9904685616493225, 0.9995529055595398]	5	0
2520	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999995231628418, 0.9999312162399292, 0.9998770952224731]	4	0
2521	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999978542327881, 0.9994358420372009, 0.9996887445449829]	4	0
2522	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999982118606567, 0.9999971389770508, 0.9999997615814209]	4	0
2523	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 0.999683141708374, 0.9975757002830505, 0.9982894062995911]	5	0
2524	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999791383743286, 0.999977707862854, 0.9998743534088135, 0.9988717436790466]	5	0
2525	0	5	FALSE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9993999004364014, 0.7920147180557251, 0.5013390779495239]	4	0
2526	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999986886978149, 0.9989917874336243, 0.9928399324417114, 0.9870588183403015]	5	0
2527	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999991655349731, 0.9999998807907104, 1.0]	4	0
2528	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
2529	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999990463256836, 0.9983311295509338, 0.9999316930770874, 0.9999974966049194]	5	0
2530	2	6	FALSE	['n00003553', 'n01471682', 'n01503061']	[0.9999998807907104, 0.9998700618743896]	3	0
2531	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 0.9999997615814209]	3	0
2532	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 0.9970159530639648, 0.9378332495689392]	4	0
2533	-1	8	FALSE	['n00003553', 'n03575240', 'n00003553', 'n01471682', 'n00003553']	[0.5395052433013916, 0.5395052433013916, 0.4604947566986084, 0.4604947566986084]	5	2
2534	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999997615814209, 1.0, 1.0]	4	0
2535	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9989596605300903, 0.9985920786857605, 0.9990116357803345]	4	0
2536	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 0.999996542930603, 0.999998927116394, 0.9994644522666931]	5	0
2537	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999998807907104, 0.999998927116394, 0.999998927116394]	4	0
2538	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999823570251465, 0.9997574687004089, 0.9999138116836548, 0.9999924898147583]	5	0
2539	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 0.9999266862869263, 0.9999982118606567]	4	0
2540	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 0.9999663829803467]	3	0
2541	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
2542	0	2	FALSE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9877633452415466, 0.9964001178741455, 0.9319285154342651]	4	0
2543	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 0.9999994039535522, 1.0]	5	0
2544	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
2545	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 0.9999679327011108, 0.9999963045120239, 0.9999972581863403]	5	0
2546	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 1.0, 1.0]	4	0
2547	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9995436072349548, 0.9891966581344604, 0.9972153902053833, 0.9994980096817017]	5	0
2548	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.999075174331665, 0.9996656179428101, 0.9999583959579468]	4	0
2549	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
2550	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.999997615814209, 0.9998323917388916, 0.9999948740005493, 0.9999982118606567]	5	0
2551	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 0.9997506737709045]	3	0
2552	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999997615814209, 0.9999979734420776, 0.9999997615814209]	4	0
2553	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 1.0, 1.0]	4	0
2554	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 0.9999992847442627, 0.9999998807907104, 0.9716743230819702]	5	0
2555	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9988279938697815, 0.9998130202293396, 0.9999357461929321, 0.9999202489852905]	5	0
2556	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999887943267822, 0.9999889135360718]	3	0
2557	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
2558	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999792575836182, 0.9999425411224365, 0.9999587535858154, 0.9999797344207764]	5	0
2559	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999995231628418, 0.9999996423721313, 0.9999467134475708, 0.9999943971633911]	5	0
2560	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999997615814209, 0.9999998807907104, 1.0, 1.0]	5	0
2561	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
2562	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999936819076538, 0.9996975660324097, 0.9997327923774719, 0.9998817443847656]	5	0
2563	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
2564	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
2565	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 0.9999983310699463, 0.9999998807907104, 1.0]	5	0
2566	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
2567	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999885559082031, 0.997305154800415, 0.713923454284668, 0.5041490197181702]	5	0
2568	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999994039535522, 0.999998927116394, 0.9998792409896851]	4	0
2569	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999715089797974, 0.999980092048645, 0.999990701675415]	4	0
2570	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.5178323984146118, 0.7949562668800354, 0.8832375407218933]	4	0
2571	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999983310699463, 0.9999982118606567, 0.999980092048645]	4	0
2572	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 0.9999986886978149]	3	0
2573	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 0.9999721050262451, 0.7199602723121643]	5	0
2574	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 1.0, 1.0]	4	0
2575	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 0.9999998807907104, 0.999961256980896, 0.9999890327453613]	5	0
2576	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
2577	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999998807907104, 1.0, 1.0, 1.0]	5	0
2578	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 0.9999980926513672, 0.9999998807907104]	4	0
2579	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999955892562866, 0.9999986886978149, 1.0]	4	0
2580	3	6	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999974966049194, 0.9938859343528748, 0.9464224576950073, 0.4436606168746948]	5	0
2581	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9804118871688843, 0.97002774477005, 0.9799673557281494, 0.9781127572059631]	5	0
2582	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 1.0]	5	0
2583	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 1.0, 1.0, 1.0]	5	0
2584	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
2585	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 0.9999827146530151, 0.9999996423721313, 0.9996445178985596]	5	0
2586	4	7	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999959468841553, 0.9999791383743286, 0.8210483193397522, 0.641263484954834]	5	0
2587	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999995231628418, 0.9999992847442627, 0.9999997615814209]	4	0
2588	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999984502792358, 0.9993166923522949, 0.9988316893577576, 0.9993990659713745]	5	0
2589	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999961853027344, 0.9999983310699463, 0.9999991655349731]	4	0
2590	3	5	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9995689988136292, 0.839104413986206, 0.5923100709915161, 0.5780307054519653]	5	0
2591	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 1.0, 1.0]	4	0
2592	7	2	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999997615814209, 0.9999926090240479, 0.9984512329101562, 0.9534755349159241]	5	0
2593	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999994039535522, 0.9999661445617676, 0.9999967813491821]	4	0
2594	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 0.9999731779098511, 0.9999597072601318]	4	0
2595	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999988079071045, 1.0, 1.0, 1.0]	5	0
2596	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9991263747215271, 0.9998281002044678, 0.9999494552612305]	4	0
2597	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999867677688599, 0.8153766393661499]	3	0
2598	5	3	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999544620513916, 0.9996697902679443, 0.9998862743377686, 0.8934606313705444]	5	0
2599	3	6	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999996423721313, 0.9667322039604187, 0.9966760873794556, 0.9994530081748962]	5	0
2600	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 1.0, 1.0]	4	0
2601	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
2602	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
2603	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9888890981674194, 0.9911115765571594, 0.9954929351806641]	4	0
2604	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9370734095573425, 0.977493166923523, 0.9989610910415649]	4	0
2605	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 1.0, 0.9999970197677612, 0.9849686026573181]	5	0
2606	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999990463256836, 0.9998679161071777, 0.9999911785125732, 0.9846631288528442]	5	0
2607	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.999992847442627, 0.9999998807907104, 1.0]	4	0
2608	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 0.9999973773956299, 0.9999998807907104, 1.0]	5	0
2609	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999943971633911, 0.9999997615814209, 0.9999995231628418, 0.9653885960578918]	5	0
2610	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
2611	3	4	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9997772574424744, 0.9784198999404907, 0.7902254462242126, 0.845021665096283]	5	0
2612	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 0.988895058631897]	5	0
2613	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999985694885254, 0.9999810457229614]	3	0
2614	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9996837377548218, 0.9998507499694824, 0.9998980760574341]	4	0
2615	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 1.0, 1.0, 1.0]	5	0
2616	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 0.9999997615814209]	4	0
2617	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999949932098389, 0.9999064207077026, 0.9999691247940063, 0.9999985694885254]	5	0
2618	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 1.0]	5	0
2619	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 1.0, 1.0, 1.0]	5	0
2620	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999972581863403, 0.9999942779541016, 0.9998290538787842]	4	0
2621	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 1.0, 1.0]	4	0
2622	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9967179894447327, 0.9985648989677429, 0.9995176792144775]	4	0
2623	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9991734623908997, 0.9999605417251587, 0.9999619722366333, 0.9999392032623291]	5	0
2624	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9075194597244263, 0.9360363483428955, 0.9767792820930481]	4	0
2625	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999994039535522, 0.9999880790710449]	3	0
2626	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 1.0, 0.9998888969421387, 0.9999128580093384]	5	0
2627	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999998807907104, 0.9999998807907104, 1.0, 0.9999998807907104]	5	0
2628	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.999998927116394, 0.9999963045120239, 0.999991774559021]	4	0
2629	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999988079071045, 0.9296131730079651]	3	0
2630	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 0.9544288516044617]	3	0
2631	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 0.9999990463256836, 0.9999970197677612, 0.9999992847442627]	5	0
2632	5	3	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 0.9999998807907104, 1.0, 0.562413215637207]	5	0
2633	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 0.999890923500061, 0.9999430179595947]	5	0
2634	9	1	FALSE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999985694885254, 0.9999998807907104, 0.83495032787323]	4	0
2635	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.999997615814209, 0.9998891353607178]	3	0
2636	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
2637	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999992847442627, 0.999976396560669]	3	0
2638	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 0.9998544454574585, 0.9999532699584961, 0.9999829530715942]	5	0
2639	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.999998927116394, 1.0]	3	0
2640	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 1.0, 1.0, 1.0]	5	0
2641	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 0.9999942779541016, 0.9999998807907104, 1.0]	5	0
2642	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999979734420776, 0.9831196665763855, 0.9959378242492676, 0.9985401630401611]	5	0
2643	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9969203472137451, 0.9997913241386414, 0.9999356269836426, 0.9999903440475464]	5	0
2644	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999527931213379, 0.9999867677688599, 0.999998927116394]	4	0
2645	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
2646	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999997615814209, 1.0, 1.0, 1.0]	5	0
2647	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999934434890747, 0.9998019337654114, 0.9999810457229614]	4	0
2648	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999974966049194, 0.9999990463256836, 0.9999419450759888, 0.9936862587928772]	5	0
2649	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
2650	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999759197235107, 0.9952899217605591, 0.994276225566864, 0.9882038831710815]	5	0
2651	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.999691367149353, 0.9997596144676208, 0.9998070597648621, 0.9999098777770996]	5	0
2652	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 1.0, 1.0, 1.0]	5	0
2653	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999943971633911, 0.9999995231628418, 1.0, 1.0]	5	0
2654	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999998807907104, 1.0, 1.0, 1.0]	5	0
2655	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.999976634979248, 0.9999915361404419, 0.9999986886978149, 0.9999996423721313]	5	0
2656	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999997615814209, 1.0, 1.0]	4	0
2657	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999998807907104, 0.9999996423721313, 0.9999998807907104, 1.0]	5	0
2658	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 1.0, 1.0, 1.0]	5	0
2659	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 0.9998971223831177]	3	0
