Index	GT Class	Pred Class	Path	Path Probs	Num Nodes Explored	Node Backtracks
4029	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4030	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4031	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4032	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.998, 0.9993, 0.8325]	4	{}
4033	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4034	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4035	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4036	7	0	['n00003553', 'n03575240', 'n03125870']	[0.9949, 0.9654, 0.5634]	3	{}
4037	0	0	['n00003553', 'n03575240', 'n03125870']	[0.9999, 1.0, 1.0]	3	{}
4038	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 0.9994, 0.9976]	3	{}
4039	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4040	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4041	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4042	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[0.9996, 0.9949, 0.9961, 0.9989]	4	{}
4043	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
4044	6	2	['n00003553', 'n01471682']	[1.0, 0.6975]	2	{}
4045	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4046	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.9999, 1.0, 1.0]	4	{}
4047	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 0.999, 0.9999]	4	{}
4048	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
4049	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4050	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
4051	5	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.9991, 0.9997, 0.9996, 0.9993]	4	{}
4052	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
4053	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4054	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[0.9962, 0.9968, 0.9997, 1.0]	4	{}
4055	1	1	['n00003553', 'n03575240', 'n03791235']	[0.999, 0.9451, 0.9806]	3	{}
4056	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4057	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4058	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.9889, 0.5824, 0.6382]	4	{}
4059	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4060	6	6	['n00003553', 'n01471682']	[0.9985, 0.9999]	2	{}
4061	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
4062	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4063	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4064	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4065	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4066	6	6	['n00003553', 'n01471682']	[1.0, 0.9555]	2	{}
4067	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4068	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4069	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
4070	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4071	3	2	['n00003553', 'n01471682']	[0.7924, 0.7121]	2	{}
4072	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
4073	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4074	2	2	['n00003553', 'n01471682']	[1.0, 0.9987]	2	{}
4075	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4076	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4077	3	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.993, 0.9895, 0.9925, 0.804]	4	{}
4078	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
4079	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4080	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4081	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4082	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4083	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4084	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4085	8	8	['n00003553', 'n03575240', 'n03125870']	[0.9956, 0.9979, 0.9989]	3	{}
4086	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4087	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
4088	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4089	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
4090	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.9999, 1.0, 1.0]	4	{}
4091	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4092	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4093	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.9999, 0.9999, 1.0]	4	{}
4094	3	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 0.9081]	4	{}
4095	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4096	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4097	3	2	['n00003553', 'n01471682']	[0.9994, 0.2665]	3	{'n01886756': 1}
4098	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4099	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 0.993, 0.9998]	4	{}
4100	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4101	2	2	['n00003553', 'n01471682']	[0.9348, 0.9762]	2	{}
4102	0	0	['n00003553', 'n03575240', 'n03125870']	[0.9996, 0.9998, 0.9999]	3	{}
4103	8	8	['n00003553', 'n03575240', 'n03125870']	[0.9999, 1.0, 0.9999]	3	{}
4104	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4105	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4106	3	-1	['n00003553']	[]	6	{'n02075296': 1, 'n02370806': 1, 'n01886756': 1, 'n01471682': 1, 'n03575240': 1}
4107	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.9999, 1.0, 1.0]	4	{}
4108	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4109	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
4110	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4111	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[0.9945, 0.9988, 0.9997, 0.9997]	4	{}
4112	4	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.9998, 1.0, 0.9834, 0.7477]	4	{}
4113	0	0	['n00003553', 'n03575240', 'n03125870']	[0.9998, 1.0, 1.0]	3	{}
4114	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 0.9942, 0.9999]	4	{}
4115	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4116	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4117	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4118	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4119	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4120	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4121	5	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.9992, 0.9999, 0.9981, 0.5592]	4	{}
4122	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4123	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4124	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4125	8	-1	['n00003553']	[]	5	{'n03125870': 1, 'n03791235': 1, 'n03575240': 1, 'n01471682': 1}
4126	0	0	['n00003553', 'n03575240', 'n03125870']	[0.9999, 0.9999, 1.0]	3	{}
4127	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4128	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4129	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4130	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4131	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4132	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4133	2	2	['n00003553', 'n01471682']	[1.0, 0.9999]	2	{}
4134	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4135	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 0.9998, 1.0]	3	{}
4136	2	2	['n00003553', 'n01471682']	[0.9996, 0.9999]	2	{}
4137	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[0.9999, 0.9978, 0.744, 0.7694]	4	{}
4138	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.9998, 0.9998, 0.999]	4	{}
4139	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.9374, 0.9267, 0.6978, 0.6835]	4	{}
4140	5	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.9999, 0.9802, 0.6741]	4	{}
4141	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4142	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4143	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.9997, 0.9999, 1.0, 1.0]	4	{}
4144	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4145	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4146	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4147	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 0.9996]	4	{}
4148	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
4149	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4150	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4151	6	6	['n00003553', 'n01471682']	[1.0, 0.9999]	2	{}
4152	5	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.9971, 0.9979, 0.9967, 0.8927]	4	{}
4153	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4154	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4155	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
4156	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
4157	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4158	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4159	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4160	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
4161	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4162	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 0.8839]	3	{}
4163	2	2	['n00003553', 'n01471682']	[1.0, 0.9998]	2	{}
4164	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 0.9999]	3	{}
4165	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 0.9974, 0.767]	3	{}
4166	1	1	['n00003553', 'n03575240', 'n03791235']	[0.9999, 0.9999, 1.0]	3	{}
4167	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4168	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4169	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
4170	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 0.9992, 0.9887]	3	{}
4171	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4172	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
4173	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[0.9999, 1.0, 1.0, 1.0]	4	{}
4174	2	2	['n00003553', 'n01471682']	[1.0, 0.9999]	2	{}
4175	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.9998, 0.9999, 0.9995, 0.9983]	4	{}
4176	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
4177	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4178	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4179	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4180	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 0.9996]	3	{}
4181	0	0	['n00003553', 'n03575240', 'n03125870']	[0.9999, 1.0, 0.9933]	3	{}
4182	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
4183	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4184	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4185	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 0.7073]	4	{}
4186	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4187	0	0	['n00003553', 'n03575240', 'n03125870']	[0.9998, 0.9999, 1.0]	3	{}
4188	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4189	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4190	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 0.9993, 0.9999]	4	{}
4191	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4192	0	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 0.9411, 0.9906]	3	{}
4193	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 0.9997, 0.9998]	3	{}
4194	0	0	['n00003553', 'n03575240', 'n03125870']	[0.9997, 0.9999, 1.0]	3	{}
4195	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 0.9996]	4	{}
4196	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4197	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4198	8	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4199	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4200	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4201	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4202	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4203	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4204	2	2	['n00003553', 'n01471682']	[1.0, 0.5723]	2	{}
4205	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4206	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4207	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4208	2	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.9547, 0.7172, 0.7187]	4	{}
4209	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4210	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.9589, 0.9933, 0.9984, 0.9997]	4	{}
4211	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4212	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4213	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4214	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4215	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 0.9759, 0.9986]	3	{}
4216	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4217	0	-1	['n00003553']	[]	4	{'n01886756': 1, 'n01471682': 1, 'n03575240': 1}
4218	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4219	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4220	4	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 0.8238, 0.7361]	4	{}
4221	2	2	['n00003553', 'n01471682']	[0.8837, 0.9923]	2	{}
4222	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4223	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 0.9998]	3	{}
4224	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
4225	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.9999, 1.0, 1.0]	4	{}
4226	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4227	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.997, 0.9995, 0.9998]	4	{}
4228	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4229	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4230	6	6	['n00003553', 'n01471682']	[1.0, 0.9999]	2	{}
4231	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4232	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
4233	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4234	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4235	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4236	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4237	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4238	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.9977, 0.9998, 0.9981]	4	{}
4239	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4240	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4241	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
4242	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4243	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4244	2	2	['n00003553', 'n01471682']	[1.0, 0.7911]	2	{}
4245	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4246	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
4247	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 0.986, 0.995]	4	{}
4248	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
4249	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4250	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4251	8	8	['n00003553', 'n03575240', 'n03125870']	[0.9999, 1.0, 0.9612]	3	{}
4252	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4253	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4254	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4255	9	9	['n00003553', 'n03575240', 'n03791235']	[0.9512, 0.9808, 0.995]	3	{}
4256	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4257	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4258	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4259	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
4260	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4261	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 0.9998, 1.0]	3	{}
4262	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4263	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4264	2	2	['n00003553', 'n01471682']	[1.0, 0.9999]	2	{}
4265	6	6	['n00003553', 'n01471682']	[0.9998, 1.0]	2	{}
4266	3	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 0.7994]	4	{}
4267	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[0.9998, 1.0, 1.0, 1.0]	4	{}
4268	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4269	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4270	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4271	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4272	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4273	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
4274	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4275	5	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 0.983]	4	{}
4276	9	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 0.9912]	3	{}
4277	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.9999, 0.9999, 0.9997, 0.9795]	4	{}
4278	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4279	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4280	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
4281	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[0.9999, 0.9999, 0.9999, 0.9999]	4	{}
4282	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.9537, 0.9766, 0.9973, 0.997]	4	{}
4283	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
4284	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4285	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4286	2	2	['n00003553', 'n01471682']	[0.7623, 0.9691]	2	{}
4287	0	0	['n00003553', 'n03575240', 'n03125870']	[0.9949, 0.9951, 0.9972]	3	{}
4288	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 0.9987]	3	{}
4289	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
4290	2	2	['n00003553', 'n01471682']	[0.9999, 0.9998]	2	{}
4291	6	6	['n00003553', 'n01471682']	[0.9999, 0.9998]	2	{}
4292	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
4293	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
