Index	GT Class	Pred Class	Path	Path Probs	Num Nodes Explored	Node Backtracks
4300	29	1	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n02512053']	[0.947, 0.9686, 0.9816, 0.9822, 0.9936, 0.9715, 0.9981, 0.9575]	8	{}
4301	67	-1	['n00001740']	[]	7	{'n00003553': 1, 'n00002684': 1, 'n00020827': 1, 'n00007846': 1, 'n00001930': 1, 'n00002137': 1}
4302	50	98	['n00001740', 'n00001930', 'n00007846', 'n09605289']	[0.821, 0.3415, 0.5782, 0.4403]	4	{}
4303	43	43	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02075296', 'n02127808']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9984]	11	{}
4304	50	74	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756']	[1.0, 0.9989, 0.9997, 0.9997, 0.9976, 0.9977, 0.3813, 0.5046, 0.7576]	9	{}
4305	3	3	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02075296']	[1.0, 0.9876, 0.9988, 0.9983, 0.9998, 0.9999, 0.9999, 0.9999, 0.9688, 0.9479]	10	{}
4306	25	25	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03405725', 'n04161981']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	8	{}
4307	13	13	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03100490', 'n04019101']	[1.0, 1.0, 1.0, 1.0, 1.0, 0.9967, 0.9998, 1.0]	8	{}
4308	50	50	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02329401']	[1.0, 0.9932, 0.999, 0.999, 0.9992, 0.9998, 1.0, 0.9999, 0.9933, 0.9954]	10	{}
4309	56	56	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n13103136', 'n13104059']	[0.9996, 0.9982, 0.9998, 1.0, 1.0, 1.0, 1.0, 0.9131]	8	{}
4310	60	60	['n00001740', 'n00001930', 'n00002684']	[0.9996, 0.9463, 0.9993]	3	{}
4311	30	30	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n02512053', 'n02552171']	[1.0, 0.898, 0.9411, 0.9882, 0.9996, 0.5324, 0.9776, 0.5987, 0.8715]	9	{}
4312	61	10	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04531098']	[1.0, 1.0, 1.0, 0.9986, 0.9479, 0.5652, 0.6238, 0.7717]	8	{}
4313	34	43	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02075296', 'n02127808']	[1.0, 0.9937, 0.9984, 0.9976, 0.9863, 0.9375, 0.9981, 0.9995, 0.9993, 0.7168, 0.999]	11	{}
4314	84	84	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03405725']	[1.0, 0.9995, 0.9987, 0.9987, 0.9996, 0.852, 0.9771]	7	{}
4315	1	1	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n02512053']	[1.0, 1.0, 0.9998, 0.9608, 0.9747, 0.9932, 1.0, 1.0]	8	{}
4316	58	58	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04576211', 'n04170037', 'n03791235']	[1.0, 1.0, 1.0, 1.0, 1.0, 0.7613, 0.9587, 0.9563, 0.9965, 0.9977]	10	{}
4317	35	35	['n00001740', 'n00001930', 'n00007846', 'n09605289']	[1.0, 0.7464, 0.5197, 0.9449]	4	{}
4318	4	91	['n00001740', 'n00001930', 'n00020827']	[0.977, 0.9996, 0.9919]	3	{}
4319	77	77	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661']	[1.0, 0.9996, 0.9999, 0.9999, 0.9999, 0.9866, 0.6295]	7	{}
4320	42	42	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02075296', 'n02127808']	[1.0, 0.9836, 0.9976, 0.9989, 0.9995, 0.9999, 1.0, 0.9921, 0.9971, 0.9996, 0.9998]	11	{}
4321	22	22	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03183080']	[1.0, 0.9999, 1.0, 0.9999, 0.9256, 1.0, 1.0]	7	{}
4322	87	87	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240']	[1.0, 1.0, 1.0, 1.0, 0.9988, 0.9848]	6	{}
4323	38	38	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01874434']	[1.0, 0.9952, 0.9997, 0.9997, 0.9999, 0.9998, 0.9994, 0.9921, 1.0]	9	{}
4324	11	98	['n00001740', 'n00001930', 'n00007846', 'n09605289']	[1.0, 1.0, 0.9753, 0.756]	4	{}
4325	9	9	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04531098']	[1.0, 0.953, 0.8848, 0.9956, 0.9985, 0.9975, 0.9995, 0.9999]	8	{}
4326	32	32	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n02512053', 'n02552171']	[1.0, 0.9948, 0.9992, 0.9999, 0.9996, 0.9999, 0.9999, 0.9991, 0.999]	9	{}
4327	12	12	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n04341686']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	6	{}
4328	50	50	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02329401']	[1.0, 1.0, 1.0, 1.0, 0.9993, 1.0, 0.9962, 0.9997, 0.9992, 0.9955]	10	{}
4329	8	8	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04576211']	[1.0, 1.0, 1.0, 1.0, 1.0, 0.9947, 1.0, 0.7087]	8	{}
4330	96	96	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n13103136', 'n13104059']	[1.0, 0.9999, 1.0, 0.9994, 0.9997, 1.0, 1.0, 1.0]	8	{}
4331	61	61	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939']	[1.0, 1.0, 0.9999, 0.9158, 0.9465]	5	{}
4332	9	68	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939']	[1.0, 0.9996, 1.0, 0.9027, 0.3459]	6	{'n04341686': 1}
4333	43	88	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02075296', 'n02127808']	[1.0, 1.0, 1.0, 1.0, 1.0, 0.9999, 1.0, 1.0, 1.0, 0.9997, 0.9284]	11	{}
4334	9	9	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04531098']	[1.0, 0.9883, 0.9913, 0.9353, 0.9529, 0.9761, 0.9954, 0.9999]	8	{}
4335	58	58	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04576211', 'n04170037', 'n03791235']	[1.0, 1.0, 1.0, 1.0, 1.0, 0.8579, 0.9995, 0.9999, 0.9112, 0.9868]	10	{}
4336	92	70	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n13103136', 'n13112664']	[1.0, 1.0, 0.9999, 0.9916, 1.0, 0.9941, 0.9996, 0.9999]	8	{}
4337	32	-1	['n00001740']	[]	6	{'n00007846': 1, 'n00002684': 1, 'n00020827': 1, 'n00001930': 1, 'n00002137': 1}
4338	32	-1	['n00001740']	[]	9	{'n00004475': 1, 'n00021939': 1, 'n00003553': 1, 'n00002684': 1, 'n00007846': 1, 'n00020827': 1, 'n00001930': 1, 'n00002137': 1}
4339	25	25	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03405725', 'n04161981']	[1.0, 0.9999, 0.9992, 1.0, 1.0, 0.8664, 0.8424, 0.5198]	8	{}
4340	0	0	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n07705931']	[1.0, 1.0, 1.0, 1.0, 1.0]	5	{}
4341	34	23	['n00001740', 'n00001930']	[1.0, 0.6249]	2	{}
4342	75	75	['n00001740', 'n00002137']	[1.0, 1.0]	2	{}
4343	68	68	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939']	[0.9995, 0.9954, 0.9966, 0.9999, 1.0]	5	{}
4344	27	44	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01661091', 'n01661818']	[1.0, 0.9989, 0.999, 0.984, 0.9891, 0.9955, 0.9999, 0.9843, 0.8128]	9	{}
4345	15	64	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01874434']	[1.0, 0.9989, 0.9998, 0.9996, 0.9987, 0.7617, 0.7519, 0.9606, 0.8406]	9	{}
4346	0	23	['n00001740', 'n00001930']	[1.0, 0.0]	8	{'n07705931': 1, 'n00004475': 1, 'n00003553': 1, 'n00002684': 1, 'n00007846': 1, 'n00020827': 1}
4347	38	19	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02394477']	[1.0, 0.9718, 0.9746, 0.9752, 0.9941, 0.9974, 0.9941, 0.9537, 0.6258, 0.9832]	10	{}
4348	10	10	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04531098']	[1.0, 0.9856, 0.9659, 0.9983, 0.9996, 0.9994, 0.9921, 0.9859]	8	{}
4349	3	4	['n00001740', 'n00001930', 'n00020827']	[1.0, 0.9881, 0.9907]	3	{}
4350	44	-1	['n00001740']	[]	10	{'n03575240': 1, 'n00021939': 1, 'n00004475': 1, 'n00003553': 1, 'n00002684': 1, 'n00007846': 1, 'n00020827': 1, 'n00001930': 1, 'n00002137': 1}
4351	30	67	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n02512053', 'n01482071']	[1.0, 0.9997, 0.9996, 0.9995, 0.9955, 0.9776, 0.9297, 0.9642, 0.9614]	9	{}
4352	43	-1	['n00001740']	[]	8	{'n03575240': 1, 'n00021939': 1, 'n00004475': 1, 'n00003553': 1, 'n00002684': 1, 'n00001930': 1, 'n00002137': 1}
4353	59	80	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02329401']	[0.9993, 0.9941, 0.9977, 0.6422, 0.8664, 0.9269, 0.9207, 0.923, 0.5125, 0.9366]	10	{}
4354	50	65	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756']	[1.0, 1.0, 1.0, 0.9997, 0.9992, 0.9994, 0.9998, 0.9994, 0.9996]	9	{}
4355	40	28	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503']	[1.0, 0.9994, 0.9971, 1.0, 1.0, 1.0, 0.57]	7	{}
4356	67	28	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503']	[1.0, 0.9999, 1.0, 0.6921, 0.6679, 0.6175, 0.4675]	7	{}
4357	76	87	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240']	[1.0, 0.9739, 0.9794, 0.9805, 0.9462, 0.5363]	6	{}
4358	49	49	['n00001740', 'n00001930', 'n00002684']	[1.0, 0.9999, 1.0]	3	{}
4359	98	23	['n00001740', 'n00001930']	[1.0, 0.0]	6	{'n09605289': 1, 'n00007846': 1, 'n00002684': 1, 'n00020827': 1}
4360	57	57	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n07705931']	[1.0, 1.0, 0.9948, 1.0, 0.9998]	5	{}
4361	16	16	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	7	{}
4362	56	56	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n13103136', 'n13104059']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	8	{}
4363	84	84	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03405725']	[1.0, 0.9997, 1.0, 0.9274, 0.9657, 0.9697, 0.9993]	7	{}
4364	75	75	['n00001740', 'n00002137']	[1.0, 1.0]	2	{}
4365	50	50	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02329401']	[1.0, 1.0, 1.0, 1.0, 0.9999, 0.9999, 1.0, 1.0, 0.9901, 0.9999]	10	{}
4366	90	13	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03100490', 'n04019101']	[0.9954, 0.9934, 0.9938, 0.9801, 0.902, 0.9759, 0.9832, 0.9536]	8	{}
4367	10	61	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939']	[1.0, 1.0, 1.0, 0.6556, 0.4844]	5	{}
4368	83	83	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n13103136', 'n13112664']	[1.0, 1.0, 0.9999, 0.9033, 0.9979, 0.9997, 1.0, 1.0]	8	{}
4369	22	87	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240']	[0.9986, 0.9957, 0.996, 0.9968, 0.9887, 0.128]	7	{'n03183080': 1}
4370	59	59	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n13103136', 'n13104059']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	8	{}
4371	93	49	['n00001740', 'n00001930', 'n00002684']	[1.0, 0.9987, 0.1792]	7	{'n01471682': 1, 'n00015388': 1, 'n00004475': 1, 'n00003553': 1}
4372	36	23	['n00001740', 'n00001930']	[1.0, 0.0]	12	{'n01886756': 1, 'n01861778': 1, 'n01471682': 1, 'n00015388': 1, 'n00004475': 1, 'n00021939': 1, 'n00003553': 1, 'n00002684': 1, 'n00007846': 1, 'n00020827': 1}
4373	51	51	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475']	[0.9999, 0.9995, 0.9974, 0.9893, 0.9906]	5	{}
4374	6	6	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661', 'n01767661', 'n02159955']	[1.0, 1.0, 0.9999, 0.9999, 1.0, 0.8907, 0.9981, 0.9996, 1.0]	9	{}
4375	74	23	['n00001740', 'n00001930']	[1.0, 0.0001]	11	{'n01661091': 1, 'n01861778': 1, 'n01471682': 1, 'n00015388': 1, 'n00004475': 1, 'n00003553': 1, 'n00002684': 1, 'n00020827': 1, 'n00007846': 1}
4376	82	82	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n11669921']	[1.0, 1.0, 0.9998, 0.9999, 1.0, 1.0, 1.0]	7	{}
4377	1	1	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n02512053']	[0.9999, 0.9833, 0.9682, 0.95, 0.9219, 0.9862, 0.9942, 0.9977]	8	{}
4378	97	3	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02075296']	[1.0, 1.0, 0.9999, 1.0, 0.9998, 1.0, 1.0, 0.9925, 0.947, 0.7548]	10	{}
4379	12	12	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n04341686']	[1.0, 0.9992, 0.9991, 1.0, 0.5843, 0.1459]	7	{'n02913152': 1}
4380	79	59	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n13103136', 'n13104059']	[1.0, 0.9999, 1.0, 0.9994, 0.9984, 0.9967, 0.9993, 0.9988]	8	{}
4381	49	49	['n00001740', 'n00001930', 'n00002684']	[1.0, 1.0, 1.0]	3	{}
4382	94	94	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03405725']	[1.0, 1.0, 1.0, 1.0, 1.0, 0.9997, 0.9967]	7	{}
4383	39	39	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03183080']	[1.0, 1.0, 1.0, 0.7529, 0.9533, 0.8202, 0.9962]	7	{}
4384	25	25	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03405725', 'n04161981']	[1.0, 0.9999, 1.0, 1.0, 1.0, 0.9995, 1.0, 1.0]	8	{}
4385	98	98	['n00001740', 'n00001930', 'n00007846', 'n09605289']	[1.0, 1.0, 0.9999, 0.9128]	4	{}
4386	10	19	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02394477']	[1.0, 0.9944, 0.9994, 0.9729, 0.9637, 0.9855, 0.9898, 0.9984, 0.7864, 0.8266]	10	{}
4387	58	58	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04576211', 'n04170037', 'n03791235']	[1.0, 1.0, 1.0, 0.9998, 1.0, 1.0, 0.9993, 0.9987, 0.9996, 0.9997]	10	{}
4388	79	79	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661', 'n01767661']	[1.0, 1.0, 0.9999, 0.9987, 0.9729, 0.9984, 0.9994, 1.0]	8	{}
4389	54	23	['n00001740', 'n00001930']	[1.0, 0.9925]	2	{}
4390	64	64	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01874434']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9905, 0.9997]	9	{}
4391	1	1	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n02512053']	[0.9999, 0.998, 0.9345, 0.9357, 0.9733, 0.9908, 0.9999, 1.0]	8	{}
4392	24	24	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661', 'n01767661', 'n02159955']	[1.0, 0.9999, 1.0, 0.9999, 1.0, 1.0, 1.0, 1.0, 1.0]	9	{}
4393	46	46	['n00001740', 'n00001930', 'n00007846', 'n09605289']	[1.0, 1.0, 1.0, 1.0]	4	{}
4394	51	51	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475']	[1.0, 0.9999, 0.9999, 0.9999, 0.5612]	5	{}
4395	45	23	['n00001740', 'n00001930']	[0.9998, 0.0383]	4	{'n00002684': 1, 'n00007846': 1}
4396	70	70	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n13103136', 'n13112664']	[1.0, 1.0, 1.0, 1.0, 1.0, 0.9816, 0.9998, 1.0]	8	{}
4397	29	74	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756']	[1.0, 0.99, 0.9909, 0.9977, 0.9954, 0.999, 0.744, 0.9811, 0.986]	9	{}
4398	96	96	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n13103136', 'n13104059']	[0.9992, 0.995, 0.9989, 0.9509, 0.9982, 0.9994, 0.9999, 0.9932]	8	{}
4399	2	2	['n00001740', 'n00001930', 'n00007846']	[1.0, 1.0, 0.9908]	3	{}
4400	7	7	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661', 'n01767661', 'n02159955']	[1.0, 1.0, 1.0, 0.9862, 0.9951, 0.9986, 1.0, 1.0, 0.9211]	9	{}
4401	95	55	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02075296']	[1.0, 0.7384, 0.7197, 0.9333, 0.9861, 0.9897, 0.9986, 0.9992, 0.8604, 0.88]	10	{}
4402	27	91	['n00001740', 'n00001930', 'n00020827']	[0.9863, 0.8496, 0.8959]	3	{}
4403	83	53	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n07705931']	[1.0, 1.0, 0.9998, 0.6149, 0.8615]	5	{}
4404	89	89	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04576211', 'n04170037']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	9	{}
4405	7	-1	['n00001740']	[]	11	{'n01661091': 1, 'n01471682': 1, 'n01905661': 1, 'n00015388': 1, 'n00004475': 1, 'n00003553': 1, 'n00002684': 1, 'n00020827': 1, 'n00001930': 1, 'n00002137': 1}
4406	52	68	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939']	[1.0, 1.0, 1.0, 0.7168, 0.3947]	5	{}
4407	24	24	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661', 'n01767661', 'n02159955']	[1.0, 0.9997, 0.9998, 0.996, 0.9629, 0.9979, 0.9997, 0.9962, 0.95]	9	{}
4408	49	49	['n00001740', 'n00001930', 'n00002684']	[0.9989, 0.9742, 0.9996]	3	{}
4409	5	5	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03405725']	[1.0, 1.0, 1.0, 1.0, 0.9991, 1.0, 0.9944]	7	{}
4410	80	80	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02329401']	[1.0, 0.9995, 0.9997, 0.999, 0.999, 0.9995, 0.9976, 0.9999, 0.9645, 1.0]	10	{}
4411	53	53	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n07705931']	[1.0, 0.8152, 0.9848, 0.9999, 0.9845]	5	{}
4412	75	75	['n00001740', 'n00002137']	[0.258, 0.745]	4	{'n00002684': 1, 'n00001930': 1}
4413	55	55	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02075296']	[1.0, 0.9679, 0.9897, 0.9582, 0.9125, 0.9262, 0.9918, 0.9756, 0.7379, 0.9562]	10	{}
4414	14	-1	['n00001740']	[]	11	{'n01861778': 1, 'n02512053': 1, 'n01471682': 1, 'n00015388': 1, 'n00004475': 1, 'n00003553': 1, 'n00002684': 1, 'n00020827': 1, 'n00001930': 1, 'n00002137': 1}
4415	15	15	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02394477']	[1.0, 0.9979, 0.9975, 0.9996, 0.996, 0.9933, 0.9968, 0.9848, 0.6092, 0.9802]	10	{}
4416	69	69	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03100490']	[1.0, 0.9922, 0.8247, 0.9885, 0.564, 0.9929, 0.9999]	7	{}
4417	51	36	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02329401']	[0.9993, 0.6058, 0.6996, 0.8573, 0.6165, 0.7852, 0.9088, 0.924, 0.8752, 0.5824]	10	{}
4418	24	24	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661', 'n01767661', 'n02159955']	[1.0, 1.0, 1.0, 0.9995, 0.9998, 1.0, 1.0, 1.0, 0.999]	9	{}
4419	19	15	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02394477']	[1.0, 0.9942, 0.9944, 0.91, 0.9788, 0.9941, 0.9891, 0.9838, 1.0, 0.8677]	10	{}
4420	2	2	['n00001740', 'n00001930', 'n00007846']	[1.0, 0.99, 0.9957]	3	{}
4421	68	68	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939']	[0.9999, 0.9998, 0.9954, 0.9962, 1.0]	5	{}
4422	24	24	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661', 'n01767661', 'n02159955']	[1.0, 0.9602, 0.9657, 0.9737, 0.9413, 0.9967, 0.9293, 0.8195, 0.6481]	9	{}
4423	75	87	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240']	[0.9937, 0.9858, 0.9594, 0.9757, 0.9819, 0.0154]	10	{'n04019101': 1, 'n03100490': 1, 'n04576211': 1, 'n03094503': 1}
4424	75	75	['n00001740', 'n00002137']	[1.0, 1.0]	2	{}
4425	41	41	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240']	[1.0, 0.9978, 0.9951, 0.9996, 0.9999, 1.0]	6	{}
4426	13	41	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240']	[1.0, 1.0, 0.9999, 0.9999, 0.9999, 0.0402]	11	{'n04170037': 1, 'n04576211': 1, 'n03094503': 1, 'n04019101': 1, 'n03100490': 1}
4427	44	-1	['n00001740']	[]	6	{'n00020827': 1, 'n00003553': 1, 'n00002684': 1, 'n00001930': 1, 'n00002137': 1}
4428	41	89	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04576211', 'n04170037']	[1.0, 0.965, 0.9506, 0.5941, 0.8646, 0.9775, 0.4987, 0.9426, 0.9699]	9	{}
4429	31	38	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01874434']	[1.0, 0.9963, 0.9959, 0.9923, 0.968, 0.9607, 0.9926, 0.9636, 0.8482]	9	{}
4430	74	50	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02329401']	[1.0, 0.9608, 0.9195, 0.9764, 0.9977, 0.9991, 0.9981, 0.9146, 0.5852, 0.9997]	10	{}
4431	18	18	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388']	[1.0, 1.0, 1.0, 0.9996, 0.9996, 0.9997]	6	{}
4432	43	43	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02075296', 'n02127808']	[1.0, 1.0, 1.0, 1.0, 0.9999, 0.9999, 0.9998, 0.9999, 0.999, 1.0, 1.0]	11	{}
4433	0	0	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n07705931']	[1.0, 1.0, 1.0, 0.9968, 0.533]	5	{}
